      Lon      Lat    Year     BNE    BINE     BNS    TeNE    TeBS     IBS    TeBE    TrBE   TrIBE    TrBR     C3G     C4G   Total
   -72.25    42.25    1932    43.3    45.4     0.0     0.0    19.2    19.5     0.0     0.0     0.0     0.0    26.6     0.0    21.2
   -72.25    42.25    1933    43.9    45.5     0.0     0.0    18.9    18.9     0.0     0.0     0.0     0.0    23.7     0.0    20.6
   -72.25    42.25    1934    44.8    46.2     0.0     0.0    17.7    17.7     0.0     0.0     0.0     0.0    23.1     0.0    19.5
   -72.25    42.25    1935    45.1    46.7     0.0     0.0    18.2    18.2     0.0     0.0     0.0     0.0    25.5     0.0    20.1
   -72.25    42.25    1936    45.5    47.0     0.0     0.0    18.2    18.2     0.0     0.0     0.0     0.0    21.5     0.0    19.8
   -72.25    42.25    1937    43.3    44.9     0.0     0.0    17.5    17.5     0.0     0.0     0.0     0.0    22.8     0.0    19.1
   -72.25    42.25    1938    44.9    46.4     0.0     0.0    18.1    18.1     0.0     0.0     0.0     0.0    23.0     0.0    19.7
   -72.25    42.25    1939    47.0    48.0     0.0     0.0    19.7    20.0     0.0     0.0     0.0     0.0    27.3     0.0    21.4
   -72.25    42.25    1940    45.0    45.5     0.0     0.0    18.8    18.9     0.0     0.0     0.0     0.0    21.7     0.0    20.2
   -72.25    42.25    1941    45.3    45.7     0.0     0.0    18.4    18.4     0.0     0.0     0.0     0.0    24.4     0.0    19.9
   -72.25    42.25    1942    44.7    45.4     0.0     0.0    18.4    18.5     0.0     0.0     0.0     0.0    24.8     0.0    20.0
   -72.25    42.25    1943    45.4    46.2     0.0     0.0    18.6    18.7     0.0     0.0     0.0     0.0    23.8     0.0    20.0
   -72.25    42.25    1944    44.4    44.7     0.0     0.0    18.6    18.4     0.0     0.0     0.0     0.0    23.5     0.0    19.9
   -72.25    42.25    1945    42.5    42.9     0.0     0.0    18.0    17.8     0.0     0.0     0.0     0.0    22.4     0.0    19.2
   -72.25    42.25    1946    44.4    44.5     0.0     0.0    18.4    18.2     0.0     0.0     0.0     0.0    24.6     0.0    19.9
   -72.25    42.25    1947    45.9    46.5     0.0     0.0    19.2    19.2     0.0     0.0     0.0     0.0    27.3     0.0    20.7
   -72.25    42.25    1948    44.1    44.6     0.0     0.0    18.1    17.8     0.0     0.0     0.0     0.0    21.7     0.0    19.1
   -72.25    42.25    1949    43.9    44.7     0.0     0.0    18.5    18.3     0.0     0.0     0.0     0.0    26.9     0.0    19.9
   -72.25    42.25    1950    42.8    46.7     0.0     0.0    17.9    17.7     0.0     0.0     0.0     0.0    23.6     0.0    19.0
   -72.25    42.25    1951    46.6    49.3     0.0     0.0    18.4    18.4     0.0     0.0     0.0     0.0    25.1     0.0    19.5
   -72.25    42.25    1952    46.5    49.6     0.0     0.0    17.8    17.6     0.0     0.0     0.0     0.0    23.0     0.0    18.9
   -72.25    42.25    1953    44.8    48.8     0.0     0.0    17.9    17.8     0.0     0.0     0.0     0.0    23.9     0.0    19.4
   -72.25    42.25    1954    47.3    51.5     0.0     0.0    18.0    17.9     0.0     0.0     0.0     0.0    22.4     0.0    19.4
   -72.25    42.25    1955    48.9    51.2     0.0     0.0    18.6    18.5     0.0     0.0     0.0     0.0    26.5     0.0    20.3
   -72.25    42.25    1956    48.2    52.2     0.0     0.0    19.1    19.3     0.0     0.0     0.0     0.0    24.2     0.0    20.8
   -72.25    42.25    1957    47.4    49.4     0.0     0.0    18.5    18.5     0.0     0.0     0.0     0.0    25.3     0.0    20.5
   -72.25    42.25    1958    48.5    51.4     0.0     0.0    18.1    18.1     0.0     0.0     0.0     0.0    23.3     0.0    20.0
   -72.25    42.25    1959    48.3    50.2     0.0     0.0    18.4    18.4     0.0     0.0     0.0     0.0    26.1     0.0    20.4
   -72.25    42.25    1960    47.4    48.9     0.0     0.0    18.0    18.0     0.0     0.0     0.0     0.0    22.6     0.0    19.6
   -72.25    42.25    1961    47.4    49.0     0.0     0.0    18.3    18.3     0.0     0.0     0.0     0.0    27.2     0.0    20.1
   -72.25    42.25    1962    47.2    48.2     0.0     0.0    19.5    19.6     0.0     0.0     0.0     0.0    23.0     0.0    21.0
   -72.25    42.25    1963    46.7    47.7     0.0     0.0    18.6    18.7     0.0     0.0     0.0     0.0    25.9     0.0    20.3
   -72.25    42.25    1964    46.3    47.3     0.0     0.0    19.1    19.1     0.0     0.0     0.0     0.0    27.6     0.0    20.8
   -72.25    42.25    1965    47.5    48.2     0.0     0.0    18.2    18.3     0.0     0.0     0.0     0.0    23.9     0.0    19.7
   -72.25    42.25    1966    45.9    46.6     0.0     0.0    17.7    17.7     0.0     0.0     0.0     0.0    24.4     0.0    19.1
   -72.25    42.25    1967    47.1    48.4     0.0     0.0    17.5    17.4     0.0     0.0     0.0     0.0    22.7     0.0    18.9
   -72.25    42.25    1968    46.7    47.6     0.0     0.0    18.0    18.0     0.0     0.0     0.0     0.0    27.1     0.0    19.6
   -72.25    42.25    1969    47.3    48.7     0.0     0.0    18.4    18.4     0.0     0.0     0.0     0.0    23.4     0.0    19.8
   -72.25    42.25    1970    47.0    47.9     0.0     0.0    18.1    18.3     0.0     0.0     0.0     0.0    25.0     0.0    19.7
   -72.25    42.25    1971    48.2    48.8     0.0     0.0    18.4    18.5     0.0     0.0     0.0     0.0    24.7     0.0    19.8
   -72.25    42.25    1972    46.9    47.3     0.0     0.0    17.9    17.8     0.0     0.0     0.0     0.0    20.6     0.0    19.0
   -72.25    42.25    1973    47.5    47.6     0.0     0.0    17.8    17.8     0.0     0.0     0.0     0.0    22.7     0.0    19.2
   -72.25    42.25    1974    49.2    49.5     0.0     0.0    18.7    19.1     0.0     0.0     0.0     0.0    25.4     0.0    20.5
   -72.25    42.25    1975    48.6    48.8     0.0     0.0    18.3    18.4     0.0     0.0     0.0     0.0    22.9     0.0    19.8
   -72.25    42.25    1976    45.6    45.8     0.0     0.0    18.5    18.6     0.0     0.0     0.0     0.0    25.3     0.0    20.3
   -72.25    42.25    1977    45.8    46.7     0.0     0.0    18.2    18.3     0.0     0.0     0.0     0.0    25.8     0.0    20.2
   -72.25    42.25    1978    48.6    49.0     0.0     0.0    18.9    19.1     0.0     0.0     0.0     0.0    28.7     0.0    21.0
   -72.25    42.25    1979    46.1    46.3     0.0     0.0    17.9    17.9     0.0     0.0     0.0     0.0    22.8     0.0    19.5
   -72.25    42.25    1980    47.1    47.8     0.0     0.0    18.8    19.1     0.0     0.0     0.0     0.0    27.3     0.0    20.7
   -72.25    42.25    1981    45.4    46.8     0.0     0.0    18.3    18.3     0.0     0.0     0.0     0.0    22.9     0.0    19.8
   -72.25    42.25    1982    46.2    46.9     0.0     0.0    17.8    17.8     0.0     0.0     0.0     0.0    23.5     0.0    19.3
   -72.25    42.25    1983    47.7    49.1     0.0     0.0    18.1    18.1     0.0     0.0     0.0     0.0    25.2     0.0    19.5
   -72.25    42.25    1984    46.1    46.9     0.0     0.0    17.7    17.7     0.0     0.0     0.0     0.0    23.9     0.0    19.2
   -72.25    42.25    1985    46.1    47.0     0.0     0.0    17.8    17.9     0.0     0.0     0.0     0.0    25.4     0.0    19.7
   -72.25    42.25    1986    48.3    49.2     0.0     0.0    18.8    18.9     0.0     0.0     0.0     0.0    28.1     0.0    20.8
   -72.25    42.25    1987    47.0    47.6     0.0     0.0    18.8    18.7     0.0     0.0     0.0     0.0    24.3     0.0    20.3
   -72.25    42.25    1988    45.6    45.7     0.0     0.0    18.4    18.3     0.0     0.0     0.0     0.0    25.2     0.0    20.0
   -72.25    42.25    1989    46.7    47.1     0.0     0.0    17.7    17.5     0.0     0.0     0.0     0.0    22.5     0.0    19.0
   -72.25    42.25    1990    44.3    45.2     0.0     0.0    18.5    18.4     0.0     0.0     0.0     0.0    25.1     0.0    19.9
   -72.25    42.25    1991    46.8    47.3     0.0     0.0    18.3    18.2     0.0     0.0     0.0     0.0    23.4     0.0    19.6
   -72.25    42.25    1992    47.0    48.2     0.0     0.0    19.2    19.0     0.0     0.0     0.0     0.0    25.3     0.0    20.4
   -72.25    42.25    1993    47.5    47.9     0.0     0.0    19.9    19.8     0.0     0.0     0.0     0.0    24.3     0.0    21.0
   -72.25    42.25    1994    44.8    44.4     0.0     0.0    18.1    17.8     0.0     0.0     0.0     0.0    22.6     0.0    19.1
   -72.25    42.25    1995    43.8    44.0     0.0     0.0    19.0    19.0     0.0     0.0     0.0     0.0    25.0     0.0    20.1
   -72.25    42.25    1996    45.3    44.4     0.0     0.0    18.2    17.9     0.0     0.0     0.0     0.0    22.0     0.0    19.0
   -72.25    42.25    1997    44.1    43.5     0.0     0.0    19.4    19.4     0.0     0.0     0.0     0.0    27.8     0.0    20.5
   -72.25    42.25    1998    44.4    43.4     0.0     0.0    18.0    17.8     0.0     0.0     0.0     0.0    21.4     0.0    18.7
   -72.25    42.25    1999    44.5    43.4     0.0     0.0    18.4    18.2     0.0     0.0     0.0     0.0    23.7     0.0    19.1
   -72.25    42.25    2000    43.9    42.9     0.0     0.0    17.7    17.5     0.0     0.0     0.0     0.0    19.9     0.0    18.2
   -72.25    42.25    2001    46.1    44.9     0.0     0.0    18.3    18.1     0.0     0.0     0.0     0.0    24.0     0.0    18.9
   -72.25    42.25    2002    42.7    42.4     0.0     0.0    18.7    18.3     0.0     0.0     0.0     0.0    20.2     0.0    18.9
   -72.25    42.25    2003    44.3    45.7     0.0     0.0    17.8    17.6     0.0     0.0     0.0     0.0    23.2     0.0    18.3
   -72.25    42.25    2004    43.8    46.0     0.0     0.0    18.5    18.4     0.0     0.0     0.0     0.0    24.9     0.0    19.0
   -72.25    42.25    2005    47.3    53.4     0.0     0.0    18.5    18.5     0.0     0.0     0.0     0.0    25.1     0.0    19.0
   -72.25    42.25    2006    43.5    46.0     0.0     0.0    17.5    17.3     0.0     0.0     0.0     0.0    22.4     0.0    17.9
   -72.25    42.25    2007    44.6    53.0     0.0     0.0    18.2    18.1     0.0     0.0     0.0     0.0    27.1     0.0    18.9
   -72.25    42.25    2008    46.5    51.9     0.0     0.0    17.8    17.7     0.0     0.0     0.0     0.0    23.1     0.0    18.5
   -72.25    42.25    2009    47.1    55.3     0.0     0.0    18.0    18.0     0.0     0.0     0.0     0.0    25.6     0.0    18.9
   -72.25    42.25    2010    48.2    54.2     0.0     0.0    20.0    20.1     0.0     0.0     0.0     0.0    29.6     0.0    21.1
   -72.25    42.25    2011    46.0    49.0     0.0     0.0    17.8    17.7     0.0     0.0     0.0     0.0    25.2     0.0    18.8
   -72.25    42.25    2012    44.7    48.9     0.0     0.0    17.9    18.0     0.0     0.0     0.0     0.0    27.8     0.0    19.3
   -72.25    42.25    2013    48.3    51.2     0.0     0.0    17.9    17.9     0.0     0.0     0.0     0.0    27.9     0.0    19.2
   -72.25    42.25    2014    48.9    53.6     0.0     0.0    18.4    18.4     0.0     0.0     0.0     0.0    28.4     0.0    19.7
   -72.25    42.25    2015    49.8    51.0     0.0     0.0    18.8    18.7     0.0     0.0     0.0     0.0    28.1     0.0    20.1
