      Lon      Lat    Year     BNE    BINE     BNS    TeNE    TeBS     IBS    TeBE    TrBE   TrIBE    TrBR     C3G     C4G   Total
   -72.25    42.25    1916    45.7    46.8     0.0     0.0    18.4    18.9     0.0     0.0     0.0     0.0    25.4     0.0    22.2
   -72.25    42.25    1917    45.2    46.2     0.0     0.0    19.1    19.7     0.0     0.0     0.0     0.0    25.3     0.0    22.8
   -72.25    42.25    1918    45.2    46.2     0.0     0.0    19.4    20.2     0.0     0.0     0.0     0.0    24.9     0.0    23.2
   -72.25    42.25    1919    44.2    45.1     0.0     0.0    18.6    19.0     0.0     0.0     0.0     0.0    25.3     0.0    22.3
   -72.25    42.25    1920    45.2    46.2     0.0     0.0    18.7    19.0     0.0     0.0     0.0     0.0    24.8     0.0    22.4
   -72.25    42.25    1921    43.6    44.3     0.0     0.0    18.4    18.6     0.0     0.0     0.0     0.0    24.5     0.0    21.9
   -72.25    42.25    1922    43.8    44.8     0.0     0.0    17.9    18.0     0.0     0.0     0.0     0.0    25.4     0.0    21.4
   -72.25    42.25    1923    45.6    46.4     0.0     0.0    20.1    21.0     0.0     0.0     0.0     0.0    28.0     0.0    24.0
   -72.25    42.25    1924    44.0    44.6     0.0     0.0    20.0    20.7     0.0     0.0     0.0     0.0    27.6     0.0    23.8
   -72.25    42.25    1925    42.4    43.1     0.0     0.0    18.3    18.7     0.0     0.0     0.0     0.0    23.5     0.0    21.8
   -72.25    42.25    1926    46.3    46.9     0.0     0.0    20.2    21.1     0.0     0.0     0.0     0.0    28.3     0.0    24.3
   -72.25    42.25    1927    43.8    44.0     0.0     0.0    18.7    19.1     0.0     0.0     0.0     0.0    22.7     0.0    22.0
   -72.25    42.25    1928    46.0    46.5     0.0     0.0    18.8    18.8     0.0     0.0     0.0     0.0    24.6     0.0    22.3
   -72.25    42.25    1929    44.9    44.7     0.0     0.0    20.2    21.0     0.0     0.0     0.0     0.0    26.8     0.0    24.0
   -72.25    42.25    1930    45.1    44.7     0.0     0.0    18.8    19.4     0.0     0.0     0.0     0.0    23.3     0.0    22.3
   -72.25    42.25    1931    44.5    44.0     0.0     0.0    18.4    18.5     0.0     0.0     0.0     0.0    24.8     0.0    22.0
   -72.25    42.25    1932    43.6    43.0     0.0     0.0    20.3    20.2     0.0     0.0     0.0     0.0    27.3     0.0    23.6
   -72.25    42.25    1933    43.7    43.6     0.0     0.0    19.9    19.7     0.0     0.0     0.0     0.0    23.6     0.0    22.9
   -72.25    42.25    1934    45.7    45.0     0.0     0.0    18.4    18.2     0.0     0.0     0.0     0.0    24.0     0.0    21.7
   -72.25    42.25    1935    45.4    45.0     0.0     0.0    19.1    19.0     0.0     0.0     0.0     0.0    26.4     0.0    22.6
   -72.25    42.25    1936    45.3    44.9     0.0     0.0    19.1    19.0     0.0     0.0     0.0     0.0    23.3     0.0    22.1
   -72.25    42.25    1937    43.3    43.4     0.0     0.0    18.2    17.9     0.0     0.0     0.0     0.0    25.1     0.0    21.4
   -72.25    42.25    1938    45.6    45.4     0.0     0.0    18.7    18.5     0.0     0.0     0.0     0.0    23.8     0.0    21.7
   -72.25    42.25    1939    47.1    47.1     0.0     0.0    21.1    21.6     0.0     0.0     0.0     0.0    26.8     0.0    24.5
   -72.25    42.25    1940    45.5    45.3     0.0     0.0    20.1    20.9     0.0     0.0     0.0     0.0    22.0     0.0    23.0
   -72.25    42.25    1941    46.0    46.8     0.0     0.0    19.6    20.2     0.0     0.0     0.0     0.0    25.8     0.0    23.3
   -72.25    42.25    1942    45.2    46.2     0.0     0.0    19.7    20.0     0.0     0.0     0.0     0.0    28.8     0.0    23.5
   -72.25    42.25    1943    46.6    48.3     0.0     0.0    19.8    20.1     0.0     0.0     0.0     0.0    26.4     0.0    23.4
   -72.25    42.25    1944    45.2    46.4     0.0     0.0    19.1    19.1     0.0     0.0     0.0     0.0    25.8     0.0    22.3
   -72.25    42.25    1945    43.8    44.6     0.0     0.0    18.2    18.1     0.0     0.0     0.0     0.0    24.1     0.0    21.1
   -72.25    42.25    1946    46.0    47.3     0.0     0.0    18.8    19.0     0.0     0.0     0.0     0.0    25.4     0.0    22.0
   -72.25    42.25    1947    46.5    47.5     0.0     0.0    20.1    20.6     0.0     0.0     0.0     0.0    27.1     0.0    23.3
   -72.25    42.25    1948    44.3    45.6     0.0     0.0    18.6    18.7     0.0     0.0     0.0     0.0    22.9     0.0    21.5
   -72.25    42.25    1949    43.3    44.7     0.0     0.0    19.5    19.7     0.0     0.0     0.0     0.0    27.0     0.0    22.6
   -72.25    42.25    1950    42.4    44.5     0.0     0.0    18.5    18.8     0.0     0.0     0.0     0.0    23.7     0.0    21.5
   -72.25    42.25    1951    44.3    46.2     0.0     0.0    19.5    19.9     0.0     0.0     0.0     0.0    24.9     0.0    22.7
   -72.25    42.25    1952    44.5    46.7     0.0     0.0    18.2    18.6     0.0     0.0     0.0     0.0    23.7     0.0    21.7
   -72.25    42.25    1953    42.8    45.2     0.0     0.0    18.7    19.3     0.0     0.0     0.0     0.0    27.4     0.0    22.6
   -72.25    42.25    1954    43.9    46.1     0.0     0.0    18.2    18.9     0.0     0.0     0.0     0.0    22.9     0.0    21.5
   -72.25    42.25    1955    45.3    46.8     0.0     0.0    19.4    20.0     0.0     0.0     0.0     0.0    27.3     0.0    23.1
   -72.25    42.25    1956    46.3    47.5     0.0     0.0    20.3    20.9     0.0     0.0     0.0     0.0    23.3     0.0    23.3
   -72.25    42.25    1957    44.4    44.8     0.0     0.0    19.3    19.6     0.0     0.0     0.0     0.0    25.4     0.0    22.5
   -72.25    42.25    1958    45.0    46.2     0.0     0.0    18.6    18.9     0.0     0.0     0.0     0.0    22.7     0.0    21.6
   -72.25    42.25    1959    46.4    46.9     0.0     0.0    19.1    19.3     0.0     0.0     0.0     0.0    25.5     0.0    22.5
   -72.25    42.25    1960    45.6    46.0     0.0     0.0    18.6    18.9     0.0     0.0     0.0     0.0    22.5     0.0    21.6
   -72.25    42.25    1961    45.8    46.1     0.0     0.0    19.2    19.3     0.0     0.0     0.0     0.0    26.8     0.0    22.5
   -72.25    42.25    1962    45.4    45.5     0.0     0.0    20.5    20.8     0.0     0.0     0.0     0.0    23.1     0.0    23.1
   -72.25    42.25    1963    45.2    45.5     0.0     0.0    19.9    19.9     0.0     0.0     0.0     0.0    26.3     0.0    22.8
   -72.25    42.25    1964    45.1    45.6     0.0     0.0    20.6    20.7     0.0     0.0     0.0     0.0    24.8     0.0    23.3
   -72.25    42.25    1965    45.2    45.5     0.0     0.0    19.1    19.3     0.0     0.0     0.0     0.0    23.6     0.0    21.7
   -72.25    42.25    1966    45.1    45.7     0.0     0.0    18.4    18.5     0.0     0.0     0.0     0.0    21.8     0.0    21.0
   -72.25    42.25    1967    45.4    46.0     0.0     0.0    17.8    17.9     0.0     0.0     0.0     0.0    22.2     0.0    20.4
   -72.25    42.25    1968    45.4    45.9     0.0     0.0    18.6    18.7     0.0     0.0     0.0     0.0    24.4     0.0    21.3
   -72.25    42.25    1969    45.4    45.7     0.0     0.0    19.1    19.3     0.0     0.0     0.0     0.0    23.1     0.0    21.5
   -72.25    42.25    1970    45.3    45.9     0.0     0.0    19.1    19.4     0.0     0.0     0.0     0.0    23.6     0.0    21.4
   -72.25    42.25    1971    45.2    45.6     0.0     0.0    19.1    19.2     0.0     0.0     0.0     0.0    24.0     0.0    21.3
   -72.25    42.25    1972    43.8    44.4     0.0     0.0    18.4    18.3     0.0     0.0     0.0     0.0    22.0     0.0    20.3
   -72.25    42.25    1973    43.9    44.3     0.0     0.0    18.2    18.2     0.0     0.0     0.0     0.0    22.2     0.0    20.1
   -72.25    42.25    1974    44.3    44.8     0.0     0.0    19.4    19.5     0.0     0.0     0.0     0.0    24.1     0.0    21.2
   -72.25    42.25    1975    44.3    44.4     0.0     0.0    18.9    19.0     0.0     0.0     0.0     0.0    22.1     0.0    20.6
   -72.25    42.25    1976    42.3    42.7     0.0     0.0    19.0    19.0     0.0     0.0     0.0     0.0    20.9     0.0    20.5
   -72.25    42.25    1977    42.9    43.1     0.0     0.0    18.7    18.7     0.0     0.0     0.0     0.0    21.8     0.0    20.1
   -72.25    42.25    1978    44.0    44.0     0.0     0.0    19.8    19.9     0.0     0.0     0.0     0.0    23.2     0.0    21.1
   -72.25    42.25    1979    42.2    42.4     0.0     0.0    18.2    18.2     0.0     0.0     0.0     0.0    21.3     0.0    19.3
   -72.25    42.25    1980    43.0    42.9     0.0     0.0    19.6    19.9     0.0     0.0     0.0     0.0    26.4     0.0    20.9
   -72.25    42.25    1981    41.0    41.4     0.0     0.0    18.5    18.6     0.0     0.0     0.0     0.0    25.4     0.0    19.6
   -72.25    42.25    1982    42.4    42.4     0.0     0.0    17.8    17.7     0.0     0.0     0.0     0.0    25.9     0.0    18.8
   -72.25    42.25    1983    43.1    42.9     0.0     0.0    18.2    18.5     0.0     0.0     0.0     0.0    27.2     0.0    19.2
   -72.25    42.25    1984    41.7    42.0     0.0     0.0    17.7    17.7     0.0     0.0     0.0     0.0    21.6     0.0    18.4
   -72.25    42.25    1985    41.7    41.6     0.0     0.0    17.7    17.9     0.0     0.0     0.0     0.0    25.2     0.0    18.6
   -72.25    42.25    1986    43.5    43.1     0.0     0.0    18.9    19.0     0.0     0.0     0.0     0.0    24.1     0.0    19.7
   -72.25    42.25    1987    42.7    42.7     0.0     0.0    19.0    19.1     0.0     0.0     0.0     0.0    22.2     0.0    19.6
   -72.25    42.25    1988    42.8    43.6     0.0     0.0    18.4    18.4     0.0     0.0     0.0     0.0    24.9     0.0    19.1
   -72.25    42.25    1989    42.7    44.3     0.0     0.0    17.4    17.5     0.0     0.0     0.0     0.0    26.0     0.0    18.3
   -72.25    42.25    1990    41.3    43.6     0.0     0.0    18.4    18.5     0.0     0.0     0.0     0.0    25.3     0.0    19.2
   -72.25    42.25    1991    43.1    44.3     0.0     0.0    18.3    18.5     0.0     0.0     0.0     0.0    24.6     0.0    19.1
   -72.25    42.25    1992    43.6    45.6     0.0     0.0    19.1    19.4     0.0     0.0     0.0     0.0    27.0     0.0    20.0
   -72.25    42.25    1993    44.7    46.1     0.0     0.0    20.3    20.6     0.0     0.0     0.0     0.0    26.3     0.0    21.1
   -72.25    42.25    1994    42.4    44.4     0.0     0.0    18.0    18.1     0.0     0.0     0.0     0.0    20.5     0.0    18.6
   -72.25    42.25    1995    42.2    45.3     0.0     0.0    19.3    19.7     0.0     0.0     0.0     0.0    27.1     0.0    20.1
   -72.25    42.25    1996    44.0    45.7     0.0     0.0    18.1    18.1     0.0     0.0     0.0     0.0    21.4     0.0    18.7
   -72.25    42.25    1997    42.1    44.2     0.0     0.0    19.4    19.9     0.0     0.0     0.0     0.0    22.6     0.0    20.5
   -72.25    42.25    1998    42.0    43.5     0.0     0.0    17.9    18.1     0.0     0.0     0.0     0.0    27.2     0.0    19.2
   -72.25    42.25    1999    44.0    47.3     0.0     0.0    18.3    18.7     0.0     0.0     0.0     0.0    26.7     0.0    20.1
   -72.25    42.25    2000    44.1    46.5     0.0     0.0    17.5    17.7     0.0     0.0     0.0     0.0    26.6     0.0    19.7
   -72.25    42.25    2001    47.2    52.3     0.0     0.0    18.3    18.7     0.0     0.0     0.0     0.0    30.8     0.0    20.7
   -72.25    42.25    2002    42.8    46.4     0.0     0.0    18.7    18.9     0.0     0.0     0.0     0.0    27.1     0.0    20.7
   -72.25    42.25    2003    45.2    48.0     0.0     0.0    17.9    18.1     0.0     0.0     0.0     0.0    25.9     0.0    19.9
   -72.25    42.25    2004    45.7    49.4     0.0     0.0    18.7    19.0     0.0     0.0     0.0     0.0    25.5     0.0    20.7
   -72.25    42.25    2005    46.8    49.9     0.0     0.0    19.3    19.6     0.0     0.0     0.0     0.0    23.7     0.0    21.1
   -72.25    42.25    2006    42.7    45.1     0.0     0.0    17.8    17.8     0.0     0.0     0.0     0.0    21.0     0.0    19.5
   -72.25    42.25    2007    43.6    47.6     0.0     0.0    20.3    20.9     0.0     0.0     0.0     0.0    28.1     0.0    22.4
   -72.25    42.25    2008    43.7    45.4     0.0     0.0    19.0    19.0     0.0     0.0     0.0     0.0    25.2     0.0    20.9
   -72.25    42.25    2009    44.0    45.5     0.0     0.0    18.9    19.1     0.0     0.0     0.0     0.0    26.7     0.0    21.0
   -72.25    42.25    2010    45.4    47.6     0.0     0.0    21.9    22.3     0.0     0.0     0.0     0.0    33.5     0.0    24.1
   -72.25    42.25    2011    43.0    43.5     0.0     0.0    18.0    18.3     0.0     0.0     0.0     0.0    25.3     0.0    20.0
   -72.25    42.25    2012    41.3    42.3     0.0     0.0    19.8    20.3     0.0     0.0     0.0     0.0    32.0     0.0    21.9
   -72.25    42.25    2013    45.2    46.3     0.0     0.0    19.7    19.9     0.0     0.0     0.0     0.0    30.3     0.0    21.6
   -72.25    42.25    2014    44.7    45.5     0.0     0.0    20.0    20.3     0.0     0.0     0.0     0.0    25.1     0.0    21.6
   -72.25    42.25    2015    43.1    44.4     0.0     0.0    20.4    20.4     0.0     0.0     0.0     0.0    27.7     0.0    22.0
