      Lon      Lat    Year     BNE    BINE     BNS    TeNE    TeBS     IBS    TeBE    TrBE   TrIBE    TrBR     C3G     C4G   Total
   -72.25    42.25    1957    44.1    45.3     0.0     0.0    18.5    18.7     0.0     0.0     0.0     0.0    23.1     0.0    20.5
   -72.25    42.25    1958    44.4    46.9     0.0     0.0    18.1    18.3     0.0     0.0     0.0     0.0    22.3     0.0    20.1
   -72.25    42.25    1959    45.4    47.4     0.0     0.0    18.3    18.5     0.0     0.0     0.0     0.0    24.8     0.0    20.5
   -72.25    42.25    1960    44.5    46.5     0.0     0.0    17.8    18.0     0.0     0.0     0.0     0.0    21.9     0.0    19.8
   -72.25    42.25    1961    44.8    46.6     0.0     0.0    18.1    18.4     0.0     0.0     0.0     0.0    27.1     0.0    20.3
   -72.25    42.25    1962    44.9    47.7     0.0     0.0    19.4    19.7     0.0     0.0     0.0     0.0    25.1     0.0    21.6
   -72.25    42.25    1963    45.0    47.2     0.0     0.0    18.6    18.9     0.0     0.0     0.0     0.0    28.3     0.0    21.1
   -72.25    42.25    1964    44.7    47.9     0.0     0.0    19.1    19.4     0.0     0.0     0.0     0.0    24.8     0.0    21.6
   -72.25    42.25    1965    44.7    47.5     0.0     0.0    18.1    18.6     0.0     0.0     0.0     0.0    24.6     0.0    20.8
   -72.25    42.25    1966    44.4    47.3     0.0     0.0    17.7    18.1     0.0     0.0     0.0     0.0    23.0     0.0    20.2
   -72.25    42.25    1967    44.7    47.3     0.0     0.0    17.5    17.9     0.0     0.0     0.0     0.0    22.6     0.0    20.1
   -72.25    42.25    1968    44.6    46.5     0.0     0.0    18.0    18.5     0.0     0.0     0.0     0.0    24.4     0.0    20.7
   -72.25    42.25    1969    45.2    47.2     0.0     0.0    18.6    19.0     0.0     0.0     0.0     0.0    24.1     0.0    21.0
   -72.25    42.25    1970    45.0    47.1     0.0     0.0    18.3    18.8     0.0     0.0     0.0     0.0    26.3     0.0    21.0
   -72.25    42.25    1971    45.3    47.8     0.0     0.0    18.5    18.8     0.0     0.0     0.0     0.0    24.5     0.0    20.9
   -72.25    42.25    1972    44.6    46.4     0.0     0.0    18.0    18.3     0.0     0.0     0.0     0.0    23.7     0.0    20.4
   -72.25    42.25    1973    44.3    46.5     0.0     0.0    17.9    18.2     0.0     0.0     0.0     0.0    23.2     0.0    20.3
   -72.25    42.25    1974    45.2    47.2     0.0     0.0    18.9    19.5     0.0     0.0     0.0     0.0    27.6     0.0    21.6
   -72.25    42.25    1975    45.9    47.5     0.0     0.0    18.5    18.9     0.0     0.0     0.0     0.0    22.9     0.0    20.4
   -72.25    42.25    1976    43.7    45.5     0.0     0.0    18.7    19.0     0.0     0.0     0.0     0.0    23.1     0.0    20.5
   -72.25    42.25    1977    44.5    46.5     0.0     0.0    18.4    18.7     0.0     0.0     0.0     0.0    23.5     0.0    20.3
   -72.25    42.25    1978    46.0    48.9     0.0     0.0    19.1    19.6     0.0     0.0     0.0     0.0    28.1     0.0    21.1
   -72.25    42.25    1979    44.6    46.6     0.0     0.0    17.9    18.1     0.0     0.0     0.0     0.0    22.5     0.0    19.5
   -72.25    42.25    1980    45.3    48.0     0.0     0.0    19.0    19.9     0.0     0.0     0.0     0.0    26.5     0.0    21.1
   -72.25    42.25    1981    43.8    46.0     0.0     0.0    18.3    19.0     0.0     0.0     0.0     0.0    25.4     0.0    20.2
   -72.25    42.25    1982    45.2    48.2     0.0     0.0    17.8    18.4     0.0     0.0     0.0     0.0    24.4     0.0    19.9
   -72.25    42.25    1983    45.6    48.2     0.0     0.0    18.1    18.8     0.0     0.0     0.0     0.0    26.7     0.0    20.2
   -72.25    42.25    1984    44.3    47.5     0.0     0.0    17.7    18.2     0.0     0.0     0.0     0.0    24.5     0.0    19.5
   -72.25    42.25    1985    44.2    46.7     0.0     0.0    17.8    18.6     0.0     0.0     0.0     0.0    25.0     0.0    19.6
   -72.25    42.25    1986    45.2    47.5     0.0     0.0    18.8    19.3     0.0     0.0     0.0     0.0    25.2     0.0    20.4
   -72.25    42.25    1987    44.6    47.0     0.0     0.0    18.8    19.3     0.0     0.0     0.0     0.0    22.3     0.0    20.2
   -72.25    42.25    1988    43.8    46.6     0.0     0.0    18.3    18.6     0.0     0.0     0.0     0.0    21.8     0.0    19.6
   -72.25    42.25    1989    43.4    46.4     0.0     0.0    17.4    17.6     0.0     0.0     0.0     0.0    24.0     0.0    18.7
   -72.25    42.25    1990    41.6    43.6     0.0     0.0    18.3    18.7     0.0     0.0     0.0     0.0    28.2     0.0    19.7
   -72.25    42.25    1991    44.2    46.6     0.0     0.0    18.1    18.5     0.0     0.0     0.0     0.0    24.5     0.0    19.5
   -72.25    42.25    1992    44.3    46.3     0.0     0.0    18.8    19.4     0.0     0.0     0.0     0.0    31.4     0.0    20.4
   -72.25    42.25    1993    46.3    48.5     0.0     0.0    19.6    20.3     0.0     0.0     0.0     0.0    28.0     0.0    21.1
   -72.25    42.25    1994    43.6    45.5     0.0     0.0    17.9    18.2     0.0     0.0     0.0     0.0    24.6     0.0    19.1
   -72.25    42.25    1995    43.7    47.3     0.0     0.0    18.8    19.5     0.0     0.0     0.0     0.0    29.2     0.0    20.2
   -72.25    42.25    1996    45.4    48.4     0.0     0.0    18.0    18.4     0.0     0.0     0.0     0.0    23.5     0.0    19.3
   -72.25    42.25    1997    44.1    47.7     0.0     0.0    19.2    20.1     0.0     0.0     0.0     0.0    28.0     0.0    20.8
   -72.25    42.25    1998    45.0    49.6     0.0     0.0    17.8    18.4     0.0     0.0     0.0     0.0    26.7     0.0    19.6
   -72.25    42.25    1999    46.4    51.5     0.0     0.0    18.0    19.0     0.0     0.0     0.0     0.0    27.5     0.0    20.2
   -72.25    42.25    2000    45.7    50.0     0.0     0.0    17.6    18.1     0.0     0.0     0.0     0.0    24.6     0.0    19.7
   -72.25    42.25    2001    48.4    52.6     0.0     0.0    18.3    18.9     0.0     0.0     0.0     0.0    30.0     0.0    20.5
   -72.25    42.25    2002    43.5    48.5     0.0     0.0    18.6    19.1     0.0     0.0     0.0     0.0    25.3     0.0    20.4
   -72.25    42.25    2003    46.2    49.6     0.0     0.0    17.9    18.2     0.0     0.0     0.0     0.0    24.4     0.0    19.6
   -72.25    42.25    2004    46.2    50.0     0.0     0.0    18.5    19.1     0.0     0.0     0.0     0.0    25.1     0.0    20.5
   -72.25    42.25    2005    47.7    51.6     0.0     0.0    18.8    19.3     0.0     0.0     0.0     0.0    26.5     0.0    20.8
   -72.25    42.25    2006    44.5    49.0     0.0     0.0    17.8    18.0     0.0     0.0     0.0     0.0    22.2     0.0    19.3
   -72.25    42.25    2007    40.4    41.0     0.0     0.0    18.2    18.6     0.0     0.0     0.0     0.0    24.0     0.0    19.9
   -72.25    42.25    2008    41.8    42.6     0.0     0.0    17.2    17.5     0.0     0.0     0.0     0.0    20.6     0.0    18.7
   -72.25    42.25    2009    42.0    42.3     0.0     0.0    17.5    17.8     0.0     0.0     0.0     0.0    21.5     0.0    19.1
   -72.25    42.25    2010    42.8    43.6     0.0     0.0    19.4    20.1     0.0     0.0     0.0     0.0    23.0     0.0    21.0
   -72.25    42.25    2011    42.3    42.5     0.0     0.0    17.5    17.6     0.0     0.0     0.0     0.0    20.4     0.0    18.9
   -72.25    42.25    2012    40.6    41.3     0.0     0.0    18.9    18.9     0.0     0.0     0.0     0.0    29.1     0.0    20.5
   -72.25    42.25    2013    43.0    43.9     0.0     0.0    18.2    18.2     0.0     0.0     0.0     0.0    19.9     0.0    19.5
   -72.25    42.25    2014    43.1    43.3     0.0     0.0    18.1    18.2     0.0     0.0     0.0     0.0    22.8     0.0    19.5
   -72.25    42.25    2015    41.5    43.0     0.0     0.0    18.1    18.2     0.0     0.0     0.0     0.0    25.4     0.0    19.5
